,Manufacturer Identification Number,Model Identification Numer,No. Of Driving Axles,max. Length,max. Width,max. Height,max. Gross Vehicle Weight,Manufacturer,Commercial Name,Type,Wheelbase,Power/Weight Ratio,Seats,Fuel Code,max. Top Speed,Fuel Type
354,5,AME,1.0,4580.0,1782.0,1384.0,2100,BMW,3er Reihe,392C,2760.0,0.08092485549132948,4.0,1,230.0,PETROL
355,5,AMF,1.0,4531.0,1817.0,1421.0,1910,BMW,3er Reihe,390L,2760.0,0.07931034482758621,5.0,1,220.0,PETROL
356,5,AMG,1.0,4527.0,1817.0,1418.0,2000,BMW,3er Reihe,390L,2760.0,0.0756578947368421,5.0,1,218.0,PETROL
364,5,AMO,1.0,4360.0,1748.0,1411.0,2050,BMW,1er Reihe,182,2660.0,0.13392857142857142,4.0,1,250.0,PETROL
365,5,AMP,1.0,4360.0,1748.0,1411.0,1885,BMW,1er Reihe,182,2660.0,0.07,4.0,1,210.0,PETROL
366,5,AMQ,1.0,4360.0,1748.0,1411.0,1900,BMW,1er Reihe,182,2660.0,0.08223684210526316,4.0,1,220.0,PETROL
367,5,AMR,1.0,4360.0,1748.0,1411.0,1980,BMW,1er Reihe,182,2660.0,0.1,4.0,1,238.0,PETROL
368,5,AMS,1.0,4360.0,1748.0,1423.0,1870,BMW,1er Reihe,182,2660.0,0.10720268006700168,4.0,1,245.0,PETROL
369,5,AMT,1.0,4360.0,1748.0,1411.0,1900,BMW,1er Reihe,182,2660.0,0.07894736842105263,4.0,1,218.0,PETROL
370,5,AMU,1.0,4360.0,1748.0,1411.0,1900,BMW,1er Reihe,182,2660.0,0.0756578947368421,4.0,1,214.0,PETROL
372,5,AMW,2.0,4854.0,1933.0,1776.0,3370,BMW,X Reihe,X70,2933.0,0.09296527159394478,5.0,1,210.0,PETROL
373,5,AMX,2.0,4667.0,1872.0,1707.0,2810,BMW,X Reihe,X53,2820.0,0.09343936381709742,4.0,1,210.0,PETROL
374,5,AMY,1.0,3714.0,1683.0,1407.0,1580,MINI,MINI,MINI-N,2467.0,0.12863070539419086,4.0,1,238.0,PETROL
375,5,AMZ,1.0,3958.0,1683.0,1426.0,1690,MINI,MINI,MINI-N,2547.0,0.12109375,5.0,1,238.0,PETROL
376,5,ANA,1.0,4360.0,1748.0,1411.0,1885,BMW,1er Reihe,182,2660.0,0.06633499170812604,4.0,1,208.0,PETROL
386,5,ANK,1.0,4527.0,1817.0,1418.0,1960,BMW,3er Reihe,390L,2760.0,0.06020066889632107,5.0,1,205.0,PETROL
391,5,ANP,1.0,5212.0,1902.0,1479.0,2525,BMW,7er Reihe,701,3210.0,0.12291933418693982,5.0,1,250.0,PETROL
392,5,ANQ,1.0,5212.0,1902.0,1479.0,2610,BMW,7er Reihe,701,3210.0,0.147239263803681,5.0,1,250.0,PETROL
396,5,ANU,1.0,3699.0,1683.0,1414.0,1635,MINI,MINI,MINI-N,2467.0,0.06984126984126984,4.0,1,198.0,PETROL
397,5,ANV,1.0,3714.0,1683.0,1414.0,1685,MINI,MINI,MINI-N,2467.0,0.09715370018975332,4.0,1,222.0,PETROL
398,5,ANW,1.0,3699.0,1683.0,1414.0,1635,MINI,MINI,MINI-N,2467.0,0.06746031746031746,4.0,1,196.0,PETROL
399,5,ANX,1.0,3714.0,1683.0,1414.0,1685,MINI,MINI,MINI-N,2467.0,0.09108159392789374,4.0,1,219.0,PETROL
403,5,AOB,1.0,3699.0,1683.0,1407.0,1510,MINI,MINI,MINI-N,2467.0,0.048458149779735685,4.0,1,175.0,PETROL
409,5,AOH,1.0,4239.0,1748.0,1421.0,1800,BMW,1er Reihe,187,2660.0,0.06629834254143646,5.0,1,204.0,PETROL
410,5,AOJ,1.0,3937.0,1683.0,1426.0,1680,MINI,MINI,MINI-N,2547.0,0.05668016194331984,5.0,1,183.0,PETROL
411,5,AOK,1.0,3699.0,1683.0,1414.0,1660,MINI,MINI,MINI-N,2467.0,0.11877394636015326,4.0,1,235.0,PETROL
412,5,AOL,1.0,4239.0,1790.0,1291.0,1760,BMW,Z Reihe,Z89,2496.0,0.10050251256281408,2.0,1,242.0,PETROL
413,5,AOM,1.0,4239.0,1790.0,1291.0,1760,BMW,Z Reihe,Z89,2496.0,0.12687813021702837,2.0,1,250.0,PETROL
414,5,AON,1.0,4239.0,1790.0,1291.0,1855,BMW,Z Reihe,Z89,2496.0,0.14150943396226415,2.0,1,250.0,PETROL
415,5,AOO,1.0,3714.0,1683.0,1414.0,1685,MINI,MINI,MINI-N,2467.0,0.10702087286527515,4.0,1,230.0,PETROL
416,5,AOP,1.0,3958.0,1683.0,1432.0,1715,MINI,MINI,MINI-N,2547.0,0.10909090909090909,5.0,1,232.0,PETROL
418,5,AOR,1.0,4239.0,1748.0,1421.0,1800,BMW,1er Reihe,187,2660.0,0.06556169429097605,5.0,1,204.0,PETROL
422,5,AOV,1.0,4580.0,1782.0,1395.0,2020,BMW,3er Reihe,392C,2760.0,0.14930015552099535,4.0,1,250.0,PETROL
423,5,AOW,1.0,4580.0,1782.0,1384.0,2180,BMW,3er Reihe,392C,2760.0,0.13204951856946354,4.0,1,250.0,PETROL
424,5,AOX,1.0,4531.0,1817.0,1421.0,2070,BMW,3er Reihe,390L,2760.0,0.14837712519319937,5.0,1,250.0,PETROL
425,5,AOY,1.0,4527.0,1817.0,1418.0,2170,BMW,3er Reihe,390L,2760.0,0.14138438880706922,5.0,1,250.0,PETROL
426,5,AOZ,2.0,4527.0,1817.0,1418.0,2270,BMW,3er Reihe,390X,2760.0,0.13351877607788595,5.0,1,250.0,PETROL
427,5,APA,2.0,4580.0,1782.0,1395.0,2130,BMW,3er Reihe,390X,2760.0,0.13973799126637554,4.0,1,250.0,PETROL
428,5,APB,2.0,4531.0,1817.0,1421.0,2180,BMW,3er Reihe,390X,2760.0,0.1389290882778582,5.0,1,250.0,PETROL
429,5,APC,1.0,4360.0,1748.0,1411.0,2050,BMW,1er Reihe,182,2660.0,0.142433234421365,4.0,1,250.0,PETROL
430,5,APD,1.0,4360.0,1748.0,1408.0,1930,BMW,1er Reihe,182,2660.0,0.15335463258785942,4.0,1,250.0,PETROL
434,5,APH,1.0,4998.0,1901.0,1565.0,2690,BMW,5er Gran Turismo Reihe,GT,3070.0,0.1405152224824356,5.0,1,250.0,PETROL
436,5,APJ,1.0,5004.0,1901.0,1559.0,2570,BMW,"535i,5er Gran Turismo Rei",GT,3070.0,0.11166253101736973,5.0,1,250.0,PETROL
437,5,APK,1.0,5219.0,1902.0,1490.0,2770,BMW,"760Li,760i,7er Reihe",7L,3210.0,0.1797752808988764,5.0,1,250.0,PETROL
438,5,APL,2.0,5212.0,1902.0,1485.0,2690,BMW,7er Reihe,7L,3210.0,0.14150943396226415,5.0,1,250.0,PETROL
439,5,APM,1.0,5219.0,1902.0,1485.0,2515,BMW,"730Li,730i,7er Reihe",7L,3210.0,0.10079575596816977,5.0,1,250.0,PETROL
448,5,APV,2.0,4454.0,1798.0,1545.0,2180,BMW,X Reihe,X1,2760.0,0.11275964391691394,5.0,1,230.0,PETROL
455,5,AQC,2.0,4877.0,1983.0,1697.0,3025,BMW,ActiveHybrid X Reihe,HY,2933.0,0.1188118811881188,4.0,8,250.0,PETROL
456,5,AQD,2.0,4877.0,1983.0,1690.0,2720,BMW,X Reihe,X70,2933.0,0.11188811188811189,4.0,1,240.0,PETROL
457,5,AQE,2.0,4877.0,1983.0,1690.0,2840,BMW,X Reihe,X70,2933.0,0.1456953642384106,4.0,1,250.0,PETROL
458,5,AQF,1.0,4360.0,1748.0,1423.0,1760,BMW,"120i,1er Reihe",1C,2660.0,0.09025270758122744,4.0,1,224.0,PETROL
459,5,AQG,1.0,4360.0,1748.0,1423.0,1760,BMW,"120i,1er Reihe",1C,2660.0,0.08303249097472924,4.0,1,214.0,PETROL
462,5,AQJ,1.0,4239.0,1748.0,1421.0,1900,BMW,1er Reihe,1K2,2660.0,0.12991452991452992,5.0,1,250.0,PETROL
463,5,AQK,1.0,4239.0,1748.0,1421.0,1910,BMW,1er Reihe,1K4,2660.0,0.12903225806451613,5.0,1,250.0,PETROL
465,5,AQM,1.0,4360.0,1748.0,1411.0,1900,BMW,"118i,1er Reihe",1C,2660.0,0.066006600660066,4.0,1,208.0,PETROL
466,5,AQN,1.0,4360.0,1748.0,1411.0,1900,BMW,"118i,1er Reihe",1C,2660.0,0.06930693069306931,4.0,1,210.0,PETROL
467,5,AQO,1.0,4360.0,1748.0,1411.0,1900,BMW,"120i,1er Reihe",1C,2660.0,0.08223684210526316,4.0,1,220.0,PETROL
468,5,AQP,1.0,4360.0,1748.0,1411.0,1900,BMW,"120i,1er Reihe",1C,2660.0,0.07894736842105263,4.0,1,218.0,PETROL
469,5,AQQ,1.0,4360.0,1748.0,1411.0,1900,BMW,"120i,1er Reihe",1C,2660.0,0.0756578947368421,4.0,1,214.0,PETROL
470,5,AQR,1.0,4360.0,1748.0,1411.0,1980,BMW,"125i,1er Reihe",1C,2660.0,0.1,4.0,1,238.0,PETROL
471,5,AQS,1.0,4360.0,1748.0,1423.0,1870,BMW,"125i,1er Reihe",1C,2660.0,0.10829103214890017,4.0,1,245.0,PETROL
472,5,AQT,1.0,4360.0,1748.0,1411.0,2050,BMW,"135i,1er Reihe",1C,2660.0,0.13432835820895522,4.0,1,250.0,PETROL
473,5,AQU,1.0,4360.0,1748.0,1423.0,1930,BMW,"135i,1er Reihe",1C,2660.0,0.14539579967689822,4.0,1,250.0,PETROL
481,5,ARC,1.0,4239.0,1748.0,1421.0,1775,BMW,1er Reihe,1K2,2660.0,0.06390977443609022,5.0,1,200.0,PETROL
482,5,ARD,1.0,4239.0,1748.0,1421.0,1780,BMW,1er Reihe,1K2,2660.0,0.06728971962616823,5.0,1,204.0,PETROL
483,5,ARE,1.0,4239.0,1748.0,1421.0,1790,BMW,1er Reihe,1K2,2660.0,0.0670391061452514,5.0,1,204.0,PETROL
484,5,ARF,1.0,4239.0,1748.0,1421.0,1790,BMW,1er Reihe,1K2,2660.0,0.06629422718808194,5.0,1,204.0,PETROL
485,5,ARG,1.0,4239.0,1748.0,1421.0,1790,BMW,1er Reihe,1K2,2660.0,0.07763401109057301,5.0,1,210.0,PETROL
486,5,ARH,1.0,4239.0,1748.0,1421.0,1790,BMW,1er Reihe,1K2,2660.0,0.07393715341959335,5.0,1,208.0,PETROL
487,5,ARI,1.0,4239.0,1748.0,1421.0,1810,BMW,1er Reihe,1K2,2660.0,0.09090909090909091,5.0,1,224.0,PETROL
488,5,ARJ,1.0,4239.0,1748.0,1421.0,1810,BMW,1er Reihe,1K2,2660.0,0.08727272727272728,5.0,1,222.0,PETROL
489,5,ARK,1.0,4239.0,1748.0,1421.0,1810,BMW,1er Reihe,1K2,2660.0,0.08363636363636363,5.0,1,215.0,PETROL
497,5,ART,1.0,4239.0,1748.0,1421.0,1785,BMW,1er Reihe,1K4,2660.0,0.06343283582089553,5.0,1,200.0,PETROL
498,5,ARU,1.0,4239.0,1748.0,1421.0,1790,BMW,1er Reihe,1K4,2660.0,0.06679035250463822,5.0,1,204.0,PETROL
499,5,ARV,1.0,4239.0,1748.0,1421.0,1800,BMW,1er Reihe,1K4,2660.0,0.066543438077634,5.0,1,204.0,PETROL
500,5,ARW,1.0,4239.0,1748.0,1421.0,1800,BMW,1er Reihe,1K4,2660.0,0.06580406654343808,5.0,1,204.0,PETROL
501,5,ARX,1.0,4239.0,1748.0,1421.0,1800,BMW,1er Reihe,1K4,2660.0,0.07706422018348624,5.0,1,210.0,PETROL
502,5,ARY,1.0,4239.0,1748.0,1421.0,1800,BMW,1er Reihe,1K4,2660.0,0.07339449541284404,5.0,1,208.0,PETROL
503,5,ARZ,1.0,4239.0,1748.0,1421.0,1820,BMW,1er Reihe,1K4,2660.0,0.09025270758122744,5.0,1,224.0,PETROL
504,5,ASA,1.0,4239.0,1748.0,1421.0,1820,BMW,1er Reihe,1K4,2660.0,0.08664259927797834,5.0,1,222.0,PETROL
505,5,ASB,1.0,4239.0,1748.0,1421.0,1820,BMW,1er Reihe,1K4,2660.0,0.08303249097472924,5.0,1,215.0,PETROL
514,5,ASL,1.0,4998.0,1901.0,1565.0,2690,BMW,5er Gran Turismo Reihe,GT,3070.0,0.1405152224824356,5.0,1,250.0,PETROL
515,5,ASM,1.0,5004.0,1901.0,1559.0,2570,BMW,"535i,5er Gran Turismo Rei",GT,3070.0,0.11166253101736973,5.0,1,250.0,PETROL
518,5,ASP,1.0,4580.0,1782.0,1395.0,1965,BMW,3er Reihe,392C,2760.0,0.12238325281803543,4.0,1,250.0,PETROL
519,5,ASQ,1.0,4580.0,1782.0,1384.0,2150,BMW,3er Reihe,392C,2760.0,0.1062937062937063,4.0,1,250.0,PETROL
521,5,ASS,1.0,5212.0,1902.0,1485.0,2610,BMW,7er Reihe,7L,3210.0,0.147239263803681,5.0,1,250.0,PETROL
522,5,AST,1.0,5212.0,1902.0,1485.0,2525,BMW,7er Reihe,7L,3210.0,0.12291933418693982,5.0,1,250.0,PETROL
525,5,ASW,1.0,4360.0,1748.0,1423.0,1930,BMW,"135i,1er Reihe",1C,2660.0,0.15508885298869143,4.0,1,250.0,PETROL
526,5,ASX,1.0,4360.0,1748.0,1411.0,2050,BMW,"135i,1er Reihe",1C,2660.0,0.14328358208955225,4.0,1,250.0,PETROL
529,5,ATA,1.0,4899.0,1860.0,1475.0,2260,BMW,5er Reihe,5L,2968.0,0.08759124087591241,5.0,1,238.0,PETROL
530,5,ATB,1.0,4899.0,1860.0,1475.0,2265,BMW,"530i,5er Reihe",5L,2968.0,0.11046511627906977,5.0,1,250.0,PETROL
531,5,ATC,1.0,4907.0,1860.0,1475.0,2310,BMW,"535i,5er Reihe",5L,2968.0,0.1252783964365256,5.0,1,250.0,PETROL
532,5,ATD,1.0,4899.0,1860.0,1475.0,2430,BMW,"550i,5er Reihe",5L,2968.0,0.15748031496062992,5.0,1,250.0,PETROL
537,5,ATI,1.0,5212.0,1902.0,1490.0,2660,BMW,ActiveHybrid 7er Reihe,HY,3210.0,0.15474794841735054,5.0,8,250.0,PETROL
538,5,ATJ,1.0,3961.0,1683.0,1426.0,1670,MINI,"One Clubman,MINI",UKL-K,2547.0,0.05853658536585366,5.0,1,185.0,PETROL
539,5,ATK,1.0,3961.0,1683.0,1426.0,1675,MINI,"Cooper Clubman,MINI",UKL-K,2547.0,0.0728744939271255,5.0,1,201.0,PETROL
541,5,ATM,1.0,3961.0,1683.0,1432.0,1715,MINI,"Cooper S Clubman,MINI",UKL-K,2547.0,0.10444874274661509,5.0,1,227.0,PETROL
542,5,ATO,1.0,3961.0,1683.0,1432.0,1725,MINI,John Cooper Works Clubman,UKL-K,2547.0,0.11946050096339114,5.0,1,238.0,PETROL
543,5,ATP,1.0,3961.0,1683.0,1426.0,1675,MINI,"Cooper Clubman,MINI",UKL-K,2547.0,0.06882591093117409,5.0,1,199.0,PETROL
544,5,ATQ,1.0,3961.0,1683.0,1432.0,1715,MINI,"Cooper S Clubman,MINI",UKL-K,2547.0,0.09284332688588008,5.0,1,221.0,PETROL
545,5,ATR,1.0,3728.0,1683.0,1414.0,1635,MINI,"Cooper Roadster,Cooper Ca",UKL-C,2467.0,0.06868686868686869,4.0,1,197.0,PETROL
546,5,ATS,1.0,3728.0,1683.0,1414.0,1635,MINI,"Cooper Cabrio,Cooper Road",UKL-C,2467.0,0.07272727272727272,4.0,1,199.0,PETROL
547,5,ATT,1.0,3734.0,1683.0,1414.0,1685,MINI,"Cooper S Cabrio,Cooper S",UKL-C,2467.0,0.09266409266409266,4.0,1,221.0,PETROL
548,5,ATU,1.0,3734.0,1683.0,1414.0,1685,MINI,"Cooper S Cabrio,Cooper S",UKL-C,2467.0,0.10424710424710425,4.0,1,227.0,PETROL
549,5,ATW,1.0,3758.0,1683.0,1414.0,1695,MINI,"JohnCooperWorks Cabrio,Jo",UKL-C,2467.0,0.11923076923076924,4.0,1,237.0,PETROL
550,5,ATX,1.0,3723.0,1683.0,1407.0,1570,MINI,"Cooper,MINI",UKL-L,2467.0,0.0728051391862955,4.0,1,201.0,PETROL
551,5,ATY,1.0,3723.0,1683.0,1407.0,1570,MINI,"Cooper,MINI",UKL-L,2467.0,0.07708779443254818,4.0,1,203.0,PETROL
552,5,ATZ,1.0,3729.0,1683.0,1407.0,1630,MINI,"Cooper S,MINI",UKL-L,2467.0,0.0975609756097561,4.0,1,222.0,PETROL
553,5,AUA,1.0,3729.0,1683.0,1407.0,1630,MINI,"Cooper S,MINI",UKL-L,2467.0,0.10975609756097561,4.0,1,228.0,PETROL
554,5,AUC,1.0,3758.0,1683.0,1407.0,1635,MINI,"John Cooper Works,MINI",UKL-L,2467.0,0.1257606490872211,4.0,1,238.0,PETROL
555,5,AUD,1.0,3723.0,1683.0,1407.0,1560,MINI,"One,MINI",UKL-L,2467.0,0.06206896551724138,4.0,1,186.0,PETROL
558,5,AUH,1.0,4612.0,1782.0,1384.0,2025,BMW,"318i,3er Reihe",3C,2760.0,0.06287425149700598,4.0,1,210.0,PETROL
561,5,AUK,1.0,4612.0,1782.0,1384.0,2055,BMW,"320i,3er Reihe",3C,2760.0,0.06824925816023739,4.0,1,216.0,PETROL
562,5,AUL,1.0,4612.0,1782.0,1384.0,2055,BMW,"320i,3er Reihe",3C,2760.0,0.0712166172106825,4.0,1,226.0,PETROL
563,5,AUM,1.0,4612.0,1782.0,1384.0,2055,BMW,"320i,3er Reihe",3C,2760.0,0.07418397626112759,4.0,1,228.0,PETROL
564,5,AUN,1.0,4612.0,1782.0,1384.0,2100,BMW,"323i,3er Reihe",3C,2760.0,0.08092485549132948,4.0,1,230.0,PETROL
566,5,AUP,1.0,4612.0,1782.0,1384.0,2115,BMW,3er Reihe,3C,2760.0,0.09169054441260745,4.0,1,242.0,PETROL
567,5,AUQ,1.0,4612.0,1782.0,1384.0,2115,BMW,"325i,3er Reihe",3C,2760.0,0.08882521489971347,4.0,1,243.0,PETROL
568,5,AUR,1.0,4612.0,1782.0,1384.0,2115,BMW,"325i,3er Reihe",3C,2760.0,0.09169054441260745,4.0,1,245.0,PETROL
570,5,AUT,1.0,4612.0,1782.0,1384.0,2150,BMW,"330i,3er Reihe",3C,2760.0,0.1062937062937063,4.0,1,250.0,PETROL
571,5,AUU,1.0,4612.0,1782.0,1384.0,2150,BMW,"330i,3er Reihe",3C,2760.0,0.11188811188811189,4.0,1,250.0,PETROL
572,5,AUV,1.0,4612.0,1782.0,1384.0,2180,BMW,"335i,3er Reihe",3C,2760.0,0.12379642365887207,4.0,1,250.0,PETROL
573,5,AUW,1.0,4612.0,1782.0,1395.0,1820,BMW,"316i,3er Reihe",3C,2760.0,0.0627177700348432,4.0,1,210.0,PETROL
574,5,AUX,1.0,4612.0,1782.0,1395.0,1830,BMW,"318i,3er Reihe",3C,2760.0,0.0726643598615917,4.0,1,210.0,PETROL
577,5,AVA,1.0,4612.0,1782.0,1395.0,1850,BMW,"320i,3er Reihe",3C,2760.0,0.07903780068728522,4.0,1,220.0,PETROL
578,5,AVB,1.0,4612.0,1782.0,1395.0,1850,BMW,"320i,3er Reihe",3C,2760.0,0.08247422680412371,4.0,1,228.0,PETROL
579,5,AVC,1.0,4612.0,1782.0,1395.0,1850,BMW,"320i,3er Reihe",3C,2760.0,0.0859106529209622,4.0,1,230.0,PETROL
580,5,AVD,1.0,4612.0,1782.0,1395.0,1900,BMW,"323i,3er Reihe",3C,2760.0,0.09317803660565724,4.0,1,235.0,PETROL
582,5,AVF,1.0,4612.0,1782.0,1395.0,1940,BMW,3er Reihe,3C,2760.0,0.10526315789473684,4.0,1,247.0,PETROL
583,5,AVG,1.0,4612.0,1782.0,1395.0,1940,BMW,"325i,3er Reihe",3C,2760.0,0.10197368421052631,4.0,1,250.0,PETROL
584,5,AVH,1.0,4612.0,1782.0,1395.0,1940,BMW,"325i,3er Reihe",3C,2760.0,0.10526315789473684,4.0,1,250.0,PETROL
586,5,AVJ,1.0,4612.0,1782.0,1395.0,1970,BMW,"330i,3er Reihe",3C,2760.0,0.12238325281803543,4.0,1,250.0,PETROL
587,5,AVK,1.0,4612.0,1782.0,1395.0,1970,BMW,"330i,3er Reihe",3C,2760.0,0.1288244766505636,4.0,1,250.0,PETROL
589,5,AVM,1.0,4612.0,1782.0,1395.0,2020,BMW,"335i,3er Reihe",3C,2760.0,0.13996889580093314,4.0,1,250.0,PETROL
592,5,AVP,2.0,4612.0,1782.0,1395.0,2030,BMW,3er Reihe,3C,2760.0,0.09907120743034056,4.0,1,244.0,PETROL
593,5,AVQ,2.0,4612.0,1782.0,1395.0,2030,BMW,"325i xDrive,3er Reihe",3C,2760.0,0.09907120743034056,4.0,1,246.0,PETROL
595,5,AVS,2.0,4612.0,1782.0,1395.0,2060,BMW,"330i xDrive,3er Reihe",3C,2760.0,0.12139605462822459,4.0,1,250.0,PETROL
596,5,AVT,2.0,4612.0,1782.0,1395.0,2100,BMW,"335i xDrive,3er Reihe",3C,2760.0,0.13333333333333333,4.0,1,250.0,PETROL
598,5,AVV,1.0,4531.0,1817.0,1421.0,1900,BMW,3er Reihe,3L,2760.0,0.059027777777777776,5.0,1,206.0,PETROL
599,5,AVW,1.0,4531.0,1817.0,1421.0,1900,BMW,3er Reihe,3L,2760.0,0.0625,5.0,1,210.0,PETROL
601,5,AVY,1.0,4531.0,1817.0,1421.0,1910,BMW,3er Reihe,3L,2760.0,0.06896551724137931,5.0,1,210.0,PETROL
602,5,AVZ,1.0,4531.0,1817.0,1421.0,1910,BMW,3er Reihe,3L,2760.0,0.07241379310344828,5.0,1,210.0,PETROL
606,5,AWD,1.0,4531.0,1817.0,1421.0,1920,BMW,3er Reihe,3L,2760.0,0.0821917808219178,5.0,1,225.0,PETROL
607,5,AWE,1.0,4531.0,1817.0,1421.0,1920,BMW,3er Reihe,3L,2760.0,0.08561643835616438,5.0,1,228.0,PETROL
608,5,AWF,1.0,4531.0,1817.0,1421.0,1920,BMW,3er Reihe,3L,2760.0,0.07903780068728522,5.0,1,220.0,PETROL
609,5,AWG,1.0,4531.0,1817.0,1421.0,1970,BMW,3er Reihe,3L,2760.0,0.09286898839137644,5.0,1,233.0,PETROL
611,5,AWI,1.0,4531.0,1817.0,1421.0,1980,BMW,3er Reihe,3L,2760.0,0.10526315789473684,5.0,1,245.0,PETROL
612,5,AWJ,1.0,4531.0,1817.0,1421.0,1980,BMW,3er Reihe,3L,2760.0,0.10197368421052631,5.0,1,248.0,PETROL
613,5,AWK,1.0,4531.0,1817.0,1421.0,1980,BMW,3er Reihe,3L,2760.0,0.10526315789473684,5.0,1,250.0,PETROL
615,5,AWM,1.0,4531.0,1817.0,1421.0,2015,BMW,3er Reihe,3L,2760.0,0.12841091492776885,5.0,1,250.0,PETROL
616,5,AWN,1.0,4531.0,1817.0,1421.0,2015,BMW,3er Reihe,3L,2760.0,0.12179487179487179,5.0,1,250.0,PETROL
618,5,AWP,1.0,4531.0,1817.0,1421.0,2070,BMW,3er Reihe,3L,2760.0,0.1391035548686244,5.0,1,250.0,PETROL
620,5,AWR,2.0,4531.0,1817.0,1421.0,2080,BMW,3er Reihe,3L,2760.0,0.09846153846153846,5.0,1,244.0,PETROL
622,5,AWT,2.0,4531.0,1817.0,1421.0,2080,BMW,3er Reihe,3L,2760.0,0.09846153846153846,5.0,1,242.0,PETROL
624,5,AWV,2.0,4531.0,1817.0,1421.0,2115,BMW,3er Reihe,3L,2760.0,0.12066365007541478,5.0,1,250.0,PETROL
625,5,AWW,2.0,4531.0,1817.0,1421.0,2150,BMW,3er Reihe,3L,2760.0,0.1325478645066274,5.0,1,250.0,PETROL
627,5,AWZ,1.0,4527.0,1817.0,1418.0,1960,BMW,"316i,3er Reihe",3K,2760.0,0.06020066889632107,5.0,1,205.0,PETROL
630,5,AXC,1.0,4527.0,1817.0,1418.0,2000,BMW,"318i,3er Reihe",3K,2760.0,0.06578947368421052,5.0,1,210.0,PETROL
631,5,AXD,1.0,4527.0,1817.0,1418.0,2000,BMW,"318i,3er Reihe",3K,2760.0,0.06907894736842106,5.0,1,210.0,PETROL
634,5,AXG,1.0,4527.0,1817.0,1418.0,2000,BMW,"320i,3er Reihe",3K,2760.0,0.0756578947368421,5.0,1,218.0,PETROL
635,5,AXH,1.0,4527.0,1817.0,1418.0,2000,BMW,"320i,3er Reihe",3K,2760.0,0.07894736842105263,5.0,1,223.0,PETROL
636,5,AXI,1.0,4527.0,1817.0,1418.0,2000,BMW,"320i,3er Reihe",3K,2760.0,0.08223684210526316,5.0,1,226.0,PETROL
637,5,AXJ,1.0,4527.0,1817.0,1418.0,2050,BMW,"323i,3er Reihe",3K,2760.0,0.08917197452229299,5.0,1,231.0,PETROL
639,5,AXL,1.0,4527.0,1817.0,1418.0,2060,BMW,"325i,3er Reihe",3K,2760.0,0.0981012658227848,5.0,1,246.0,PETROL
640,5,AXM,1.0,4527.0,1817.0,1418.0,2060,BMW,"325i,3er Reihe",3K,2760.0,0.10126582278481013,5.0,1,248.0,PETROL
641,5,AXN,1.0,4527.0,1817.0,1418.0,2060,BMW,"325i,3er Reihe",3K,2760.0,0.10126582278481013,5.0,1,243.0,PETROL
643,5,AXP,1.0,4527.0,1817.0,1418.0,2095,BMW,"330i,3er Reihe",3K,2760.0,0.11710323574730354,5.0,1,250.0,PETROL
644,5,AXQ,1.0,4527.0,1817.0,1418.0,2095,BMW,"330i,3er Reihe",3K,2760.0,0.12326656394453005,5.0,1,250.0,PETROL
646,5,AXS,1.0,4527.0,1817.0,1418.0,2150,BMW,"335i,3er Reihe",3K,2760.0,0.13412816691505217,5.0,1,250.0,PETROL
649,5,AXV,2.0,4527.0,1817.0,1418.0,2200,BMW,"325i xDrive,3er Reihe",3K,2760.0,0.0927536231884058,5.0,1,240.0,PETROL
650,5,AXW,2.0,4527.0,1817.0,1418.0,2200,BMW,"325i xDrive,3er Reihe",3K,2760.0,0.0927536231884058,5.0,1,242.0,PETROL
652,5,AXY,2.0,4527.0,1817.0,1418.0,2200,BMW,"330i xDrive,3er Reihe",3K,2760.0,0.11594202898550725,5.0,1,250.0,PETROL
653,5,AXZ,2.0,4527.0,1817.0,1418.0,2215,BMW,"335i xDrive,3er Reihe",3K,2760.0,0.1291248206599713,5.0,1,250.0,PETROL
657,5,AYD,2.0,4857.0,1933.0,1776.0,2960,BMW,"X5 xDrive35i,X Reihe",X5,2933.0,0.1048951048951049,7.0,1,235.0,PETROL
658,5,AYE,2.0,4857.0,1933.0,1776.0,3025,BMW,"X5 xDrive50i,X Reihe",X5,2933.0,0.13245033112582782,7.0,1,250.0,PETROL
659,5,AYF,2.0,4857.0,1933.0,1776.0,3405,BMW,"X5 xDrive50i,X Reihe",X5,2933.0,0.10471204188481675,5.0,1,210.0,PETROL
663,5,AYJ,2.0,4877.0,1983.0,1690.0,2720,BMW,"X6 xDrive35i,X Reihe",X6,2933.0,0.1048951048951049,5.0,1,240.0,PETROL
664,5,AYK,2.0,4877.0,1983.0,1690.0,2840,BMW,"X6 xDrive50i,X Reihe",X6,2933.0,0.13245033112582782,5.0,1,250.0,PETROL
665,5,AYL,1.0,4239.0,1790.0,1291.0,1760,BMW,Z Reihe,ZR,2496.0,0.10050251256281408,2.0,1,242.0,PETROL
666,5,AYM,1.0,4239.0,1790.0,1291.0,1760,BMW,Z Reihe,ZR,2496.0,0.12687813021702837,2.0,1,250.0,PETROL
667,5,AYN,1.0,4239.0,1790.0,1291.0,1855,BMW,"Z4 sDrive35i,Z Reihe",ZR,2496.0,0.14150943396226415,2.0,1,250.0,PETROL
668,5,AYO,1.0,4244.0,1790.0,1284.0,1855,BMW,"Z4 sDrive35is,Z Reihe",ZR,2496.0,0.15625,2.0,1,250.0,PETROL
