abi_code,INFORCE,MARKET_QTY
52138601,20,339
52138701,1,233
52138801,40,856
52138901,6,331
52139001,18,77
52139002, -   ,8
52139003,1,55
52139004, -   ,3
52139101,46,423
52139201,14,"11,931"
52139301,58,393
52139401,10,159
52139501,4,124
52139601,172,"1,683"
52139701,47,47
52139801,5,5
52139901,11,489
52139902,0,315
52140001,5,98
52140002,3,6
52140101,114,678
52140201,12,262
52140301,222,"6,198"
52140401,14,"1,958"
52140501,1,66
52140502, -   ,23
52140601, -   ,15
52140602, -   ,12
52140701,1,49
52140702, -   ,9
52140801, -   ,25
52140802,1,35
52140901, -   ,12
52140902, -   ,51
52141001,115,"1,718"
52141101,152,784
52141201,490,"5,789"
52141301,42,613
52141401,24,146
52141501,2,910
52141502, -   ,"1,147"
52141601, -   ,"1,550"
52141602, -   ,640
52141701,2,321
52141702, -   ,49
52141801,2,32
52141802,1,19
52141901, -   ,26
52141902, -   ,37
52142001,11,163
52142002, -   ,43
52142101,13,"5,718"
52142102,18,436
52142103,19,65
52142104,33,889
52142201,16,256
52142202,5,79
52142301,2,139
52142302,1,238
52142401,19,930
52142402,30,149
52142501, -   ,29
52142502, -   ,270
52142601,14,356
52142602,13,72
52142701,2,23
52142702, -   ,5
52142801,6,245
52142802,1,13
52142901,6,282
52142902,7,80
52143001,2,58
52143002,6,24
52143003,3,27
52143004,11,11
52143101,24,594
52143102,3,146
52143201,4,74
52143202, -   ,293
52143203,10,252
52143204,7,59
52143301,16,993
52143401, -   ,0
52143402, -   ,0
52143501, -   ,919
52143502, -   ,347
52143601, -   ,547
52143701, -   ,80
52143801, -   ,124
52143901,1,1
52143902, -   ,0
52144001,99,"2,735"
52144002,99,751
52144101,17,264
52144201,"2,130","18,805"
52144301,"1,058","9,554"
52144401,199,"6,545"
52144501,234,"6,182"
52144601,894,"5,821"
52144701,77,"1,262"
52144801,89,"8,952"
52144802,98,713
52144901,34,"1,495"
52145001,279,"6,225"
52145002,224,"1,970"
52145101,182,"2,246"
52145201,596,"4,495"
52145202,31,413
52145301,43,917
52145401,11,155
52145501,78,"2,220"
52145502,18,469
52145601, -   ,174
52145602, -   ,7
52145701, -   ,0
52145702, -   ,10
52145801,45,46
52145901,15,711
52146001,2,708
52146002,3,171
52146101, -   ,2
52146201, -   ,18
52146301,2,103
52146401,47,901
52146501,31,251
52146502,5,78
52153701, -   ,0
52153702, -   ,0
52153801, -   ,0
52153802, -   ,0
52153901, -   ,0
52153902, -   ,0
52153903, -   ,0
52153904, -   ,0
52154001, -   ,0
52154002, -   ,0
52154101, -   ,0
52154102, -   ,0
52154103, -   ,0
52154104, -   ,0
52154105, -   ,0
52154201, -   ,0
52154202, -   ,0
52155201, -   ,0
52155202, -   ,0
52155203, -   ,0
52155204, -   ,0
52155301, -   ,0
52155302, -   ,0
52156301,2,2
52156302, -   ,0
52156303, -   ,0
52156304, -   ,0
52156401, -   ,0
52156402, -   ,0
52156403, -   ,0
52156404, -   ,0
52156405, -   ,0
52156406, -   ,0
52156501, -   ,0
52156502, -   ,0
52156503, -   ,0
52157701, -   ,0
52157702, -   ,0
52157703, -   ,3
52157704, -   ,0
52157705, -   ,3
52157706, -   ,0
52157801, -   ,0
52157802, -   ,0
52157803, -   ,0
52157804, -   ,0
52157901, -   ,5
52157902, -   ,79
52157903, -   ,0
52157904, -   ,0
52159001, -   ,6
52159002, -   ,0
52159003, -   ,7
52159004, -   ,0
52159005, -   ,2
52159006, -   ,5
52159007, -   ,0
52159008, -   ,0
52159009, -   ,6
52159010, -   ,10
52159011, -   ,2
52159012, -   ,3
52159013, -   ,0
52159014, -   ,0
52159015, -   ,0
52159016, -   ,0
52159017, -   ,11
52159018, -   ,0
52159101, -   ,12
52159102, -   ,4
52159103, -   ,5
52159104, -   ,12
52159105, -   ,10
52159106, -   ,4
52159201, -   ,0
52159202, -   ,0
52159203, -   ,0
52159301, -   ,1
52159302, -   ,20
52159303, -   ,0
52159304, -   ,0
52159401,1,27
52159402, -   ,45
52159403, -   ,1
52159404, -   ,2
52159405, -   ,15
52159406, -   ,0
52159501, -   ,0
52159502, -   ,0
52159503, -   ,0
52159601, -   ,6
52159602, -   ,29
52159603, -   ,0
52159604, -   ,1
52159701, -   ,0
52159702, -   ,0
52159703, -   ,0
52159704, -   ,0
52160601, -   ,42
52160901, -   ,1
52160902, -   ,25
52160903, -   ,3
52160904, -   ,8
52161001, -   ,260
52161002, -   ,57
52161101, -   ,1
52161102, -   ,5
52161103, -   ,1
52161104, -   ,0
52161201, -   ,5
52161202, -   ,16
52161203, -   ,1
52161204, -   ,1
52161301, -   ,2
52161302, -   ,1
52161303, -   ,1
52161304, -   ,0
52161401, -   ,3
52161402, -   ,2
52161403, -   ,0
52161404, -   ,0
52161501, -   ,24
52161502, -   ,47
52161503, -   ,3
52161504, -   ,1
52161601, -   ,5
52161602, -   ,1
52161603, -   ,0
52161604, -   ,1
52162901, -   ,15
52162902, -   ,49
52162903, -   ,1
52162904, -   ,0
52163001, -   ,4
52163002,1,36
52163101, -   ,5
52163102, -   ,3
52163103, -   ,0
52163104, -   ,1
52163201, -   ,16
52163202, -   ,17
52163203, -   ,8
52163204, -   ,8
52164301, -   ,2
52164302, -   ,8
52164401, -   ,16
52164402, -   ,28
52164403, -   ,2
52164404, -   ,5
52170601, -   ,16
52170602, -   ,12
52170603, -   ,1
52170604, -   ,3
52170605, -   ,4
52170606, -   ,4
52170607, -   ,21
52170608,1,17
52170701, -   ,31
52170702, -   ,76
52170703, -   ,1
52170704, -   ,2
52170705,1,2
52170706, -   ,3
52170801, -   ,38
52170802, -   ,204
52170803, -   ,5
52170804, -   ,18
52170805, -   ,0
52170806, -   ,0
52170807, -   ,37
52170808, -   ,0
52170901, -   ,20
52170902,3,50
52170903, -   ,5
52170904, -   ,37
52171101, -   ,9
52171102,2,28
52171103, -   ,0
52171104, -   ,0
52171301, -   ,45
52171302, -   ,145
52171303, -   ,6
52171304, -   ,17
52176501, -   ,48
52176502, -   ,3
52176503, -   ,1
52176504, -   ,2
52176601, -   ,14
52176602, -   ,38
52176603, -   ,3
52176604, -   ,13
52176701, -   ,2
52176702, -   ,4
52176703, -   ,1
52176704, -   ,1
52176801, -   ,2
52176802, -   ,3
52176803, -   ,1
52176804, -   ,2
52176901, -   ,72
52176902, -   ,68
52176903, -   ,14
52176904, -   ,27
52177101,1,56
52177102,2,987
52177103,1,14
52177104,2,164
52177105, -   ,22
52177106, -   ,60
52177107, -   ,104
52177108, -   ,2
52177109, -   ,23
52177110, -   ,107
52177111, -   ,1
52177112, -   ,19
52177113, -   ,345
52177114, -   ,70
52177201, -   ,17
52177202, -   ,29
52178501, -   ,2
52178502, -   ,17
52178601, -   ,1
52178602, -   ,3
52178701, -   ,1
52178702, -   ,5
52178801,1,28
52178802, -   ,45
52178803, -   ,2
52178804, -   ,28
52178901, -   ,6
52178902, -   ,430
52179001, -   ,10
52179002, -   ,34
52179301, -   ,122
52179302,1,647
52181601, -   ,9
52181602, -   ,21
52181701, -   ,12
52181702, -   ,8
52181703, -   ,0
52181704, -   ,0
52181801, -   ,0
52181802, -   ,1
52182201, -   ,3
52182202, -   ,3
52184801, -   ,36
52184802, -   ,60
52184803, -   ,13
52184804, -   ,27
52184901, -   ,26
52184902, -   ,96
52184903, -   ,18
52184904, -   ,62
52185001, -   ,0
52185101, -   ,0
52185201, -   ,245
52185202, -   ,0
52185301, -   ,0
52185401, -   ,21
52185501, -   ,16
52185502, -   ,47
52185503, -   ,8
52185504, -   ,7
52185601, -   ,28
52185701, -   ,155
52185702, -   ,180
52185801, -   ,18
52185802, -   ,10
52185803, -   ,30
52185804, -   ,10
52185901, -   ,18
52185902, -   ,21
52185903, -   ,8
52185904, -   ,16
52186001, -   ,117
52186201, -   ,34
52186202,1,48
52186203, -   ,8
52186204,1,39
52186301, -   ,28
52186302,1,95
52186303, -   ,5
52186304, -   ,19
52186401, -   ,14
52186402, -   ,70
52186403, -   ,9
52186404, -   ,4
52186501, -   ,20
52186502, -   ,19
52186503, -   ,1
52186504, -   ,11
52186601, -   ,40
52186602, -   ,75
52186801,1,71
52186802, -   ,209
52186901, -   ,1
52186902, -   ,0
52187001,1,8
52190001, -   ,17
52190002, -   ,16
52190003, -   ,6
52190004, -   ,15
52190101, -   ,7
52190102, -   ,6
52190103, -   ,3
52190104, -   ,6
52190201, -   ,3
52190202, -   ,5
52190203, -   ,2
52190204, -   ,1
52190301, -   ,10
52190302, -   ,6
52190303, -   ,9
52190304, -   ,17
52190401, -   ,13
52190402, -   ,16
52190403, -   ,5
52190404, -   ,5
52208301, -   ,0
52208302, -   ,0
52208401, -   ,0
52208402, -   ,0
52208403, -   ,0
52208404, -   ,0
52208405, -   ,0
52208501, -   ,0
52208502, -   ,0
52208503, -   ,0
52208504, -   ,0
52208505, -   ,0
52208601, -   ,0
52208602, -   ,0
52208603, -   ,0
52208701, -   ,0
52208702, -   ,0
52208801, -   ,0
52208802, -   ,0
52208803, -   ,0
52208804, -   ,0
52208805, -   ,0
52208806, -   ,0
52208807, -   ,0
52208808, -   ,0
52208809, -   ,0
52208810, -   ,0
52208811, -   ,0
52208812, -   ,0
52208814, -   ,0
52208815, -   ,0
52208816, -   ,0
52208817, -   ,0
52208818, -   ,0
52210001,1,1
52210801, -   ,18
52210802, -   ,0
52211101, -   ,0
52211102, -   ,0
52211103, -   ,0
52211104, -   ,0
52211401, -   ,0
52211402, -   ,0
52211701, -   ,0
52211702, -   ,0
52212001, -   ,0
52212002, -   ,0
52212101, -   ,0
52212102, -   ,0
52212103, -   ,0
52213601, -   ,0
52213701, -   ,0
52213901, -   ,0
52214101, -   ,0
52214401, -   ,0
52214501, -   ,7
52214901, -   ,0
52215001, -   ,0
52215501, -   ,0
52215801, -   ,0
52215901, -   ,0
52216201, -   ,0
52217201, -   ,0
52217202, -   ,0
52217203, -   ,0
52217204, -   ,0
52217205, -   ,0
52217206, -   ,0
52217207, -   ,0
52217208, -   ,0
52217301, -   ,0
52217401, -   ,0
52217701, -   ,0
52217702, -   ,0
52217703, -   ,0
52217704, -   ,0
52217705, -   ,0
52217706, -   ,0
52217707, -   ,0
52217708, -   ,0
52217801, -   ,0
52217901, -   ,0
52218401, -   ,0
52218402, -   ,0
52219901, -   ,127
52219902, -   ,287
52219903, -   ,37
52219904, -   ,0
52220001, -   ,39
52220002, -   ,12
52220201, -   ,1
52220202, -   ,2
52220401, -   ,279
52220402, -   ,20
52220403, -   ,0
52220404, -   ,46
52220405, -   ,0
52220501, -   ,0
52221001, -   ,0
52221501, -   ,123
52221502,1,35
52221601,1,260
52221602, -   ,22
52221701, -   ,60
52221801, -   ,18
52221901, -   ,149
52221902,1,173
52221903, -   ,20
52221904, -   ,0
52222001, -   ,34
52222002, -   ,131
52222003, -   ,55
52222004, -   ,0
52222005, -   ,0
52222006, -   ,45
52222007, -   ,0
52223001, -   ,15
52223002,2,28
52223003, -   ,25
52223101, -   ,4
52223102, -   ,3
52223201, -   ,72
52223202,2,248
52223203, -   ,21
52223204,2,102
52223301, -   ,66
52223302, -   ,392
52223303, -   ,71
52223304,2,71
52223305, -   ,72
52223306, -   ,31
52223307,1,31
52223308, -   ,5
52223309,1,83
52223310, -   ,72
52223311, -   ,26
52223312, -   ,44
52223313, -   ,1
52223314, -   ,14
52223501, -   ,0
52223801, -   ,50
52223802, -   ,20
52223803, -   ,17
52224001,1,41
52224002, -   ,10
52224003, -   ,25
52224004, -   ,5
52224005, -   ,0
52224101, -   ,0
52224201, -   ,0
52224202, -   ,37
52229401, -   ,15
52229501,2,210
52229502, -   ,0
52229601, -   ,25
52229602, -   ,16
52229603, -   ,13
52229701, -   ,4
52229702, -   ,14
52236901,1,239
52237001, -   ,7
52237002, -   ,9
52237003, -   ,8
52237501, -   ,11
52237502, -   ,4
52237801, -   ,10
52237901, -   ,1
52237902, -   ,2
52237903, -   ,37
52238001, -   ,40
52238002, -   ,14
52238003, -   ,13
52238101, -   ,0
52238102, -   ,0
52238103, -   ,0
52238601, -   ,33
52239001, -   ,0
52239201, -   ,0
52239202, -   ,0
52239203, -   ,0
52239501, -   ,5
52239502, -   ,34
52239601, -   ,54
52239602, -   ,21
52239701, -   ,100
52239801, -   ,13
52244001, -   ,25
52244501, -   ,0
52244601, -   ,0
52244701, -   ,24
52244702, -   ,43
52244801, -   ,12
52244802, -   ,5
52244901, -   ,47
52246901, -   ,263
52247201,1,329
52247301, -   ,0
52247302, -   ,7
52247401, -   ,54
52247402, -   ,2
52247901, -   ,7
52247902, -   ,0
52248001, -   ,51
52248002,1,41
52248003,1,74
52248004, -   ,16
52248201, -   ,111
52248202, -   ,50
52248203,1,255
52248204, -   ,37
52248205, -   ,5
52248401, -   ,7
52248402, -   ,6
52248403, -   ,6
52248404, -   ,2
52249401,2,203
52249402,1,49
52249403, -   ,22
52249404,1,36
52249501,2,78
52249502, -   ,51
52249503,2,225
52249504,2,36
52249601, -   ,31
52249602,1,10
52249603, -   ,22
52249604, -   ,17
52249605,1,32
52249606, -   ,20
52249607, -   ,18
52251001,2,46
52251002, -   ,27
52251003,1,38
52251004,1,20
52251101, -   ,47
52251102, -   ,23
52251103, -   ,14
52251104, -   ,20
52251201, -   ,37
52251202, -   ,20
52251203, -   ,12
52251204, -   ,10
52251301, -   ,50
52251302,1,27
52251303, -   ,61
52251304, -   ,11
52251401, -   ,5
52251402, -   ,5
52253001,1,328
52253002,1,59
52253003, -   ,143
52253004, -   ,12
52261401, -   ,0
52261402, -   ,0
52261403, -   ,0
52261404, -   ,0
52261701, -   ,0
52261702, -   ,0
52261703, -   ,0
52261704, -   ,0
52262201, -   ,3
52262202, -   ,0
52262501, -   ,2
52262502, -   ,8
52262601, -   ,28
52262602, -   ,1
52263101, -   ,10
52263102, -   ,22
52263201, -   ,26
52263202, -   ,44
52263301, -   ,1
52263302,2,68
52263401, -   ,46
52263402,1,207
52263501, -   ,0
52263502, -   ,0
52263503, -   ,0
52263504, -   ,0
52263601, -   ,0
52263602, -   ,0
52264001, -   ,2
52264002, -   ,6
52264101, -   ,1
52264102, -   ,10
52270001,3,580
52270002,1,187
52270003, -   ,30
52270004,2,60
52270005, -   ,28
52270006, -   ,8
52270007, -   ,26
52270008, -   ,0
52270009,1,248
52270010, -   ,1
52271001, -   ,306
52271002, -   ,6
52271003, -   ,10
52271004,1,52
52271005, -   ,97
52284101, -   ,0
52284401,3,3
52284701, -   ,0
52284702, -   ,0
52285001, -   ,0
52285002, -   ,0
52285003, -   ,0
52285004, -   ,0
52285301, -   ,0
52285302, -   ,0
52285801, -   ,0
52285802, -   ,0
52286101, -   ,0
52286102, -   ,0
52286103, -   ,0
52286104, -   ,0
52286701, -   ,0
52286702, -   ,0
52287201, -   ,0
52287202, -   ,0
52287301, -   ,0
52287401, -   ,0
52287701, -   ,0
52287702, -   ,0
52287801, -   ,0
52287901, -   ,0
52288201, -   ,0
52288202, -   ,0
52288301, -   ,0
52288302, -   ,0
52288401, -   ,0
52288701, -   ,0
52288702, -   ,0
52288801, -   ,0
52288802, -   ,0
52288901, -   ,0
52289201, -   ,0
52289202, -   ,0
52289301, -   ,0
52289302, -   ,0
52289601, -   ,0
52289602, -   ,0
52289603, -   ,0
52289604, -   ,0
52289701, -   ,0
52289702, -   ,0
52289703, -   ,0
52289704, -   ,0
52289801, -   ,0
52289802, -   ,0
52289803, -   ,0
52289804, -   ,0
52290101, -   ,0
52290102, -   ,0
52290201, -   ,0
52290501, -   ,0
52290502, -   ,0
52290503, -   ,0
52290504, -   ,0
52290601, -   ,0
52290901, -   ,0
52290902, -   ,0
52290903, -   ,0
52290904, -   ,0
52291001, -   ,0
52291301, -   ,0
52291801, -   ,0
52291802, -   ,0
52292301, -   ,0
52292302, -   ,0
52292401, -   ,0
52292402, -   ,0
52292501, -   ,0
52292601, -   ,0
52292901, -   ,0
52292902, -   ,0
52293001, -   ,0
52293002, -   ,0
52293003, -   ,0
52293004, -   ,0
52293005, -   ,0
52293006, -   ,0
52293101, -   ,0
52293102, -   ,0
52293103, -   ,0
52293104, -   ,0
52293201, -   ,0
52293202, -   ,0
52293203, -   ,0
52293204, -   ,0
52293205, -   ,0
52293206, -   ,0
52293301,1,1
52293302, -   ,0
52293303, -   ,0
52293304, -   ,0
52293305, -   ,0
52293306, -   ,0
52293401, -   ,0
52293601, -   ,0
52293701, -   ,0
52293702, -   ,0
52293703, -   ,0
52293704, -   ,0
52293801, -   ,0
52293802, -   ,0
52293803, -   ,0
52293901, -   ,0
52293902, -   ,0
52293903, -   ,0
52293904, -   ,0
52293905, -   ,0
52294001, -   ,0
52294301, -   ,0
52294601, -   ,0
52294701, -   ,0
52294702, -   ,0
52294703, -   ,0
52294801, -   ,0
52294802, -   ,0
52294803, -   ,0
52295101, -   ,0
52295102, -   ,0
52295103, -   ,0
52295201, -   ,0
52295202, -   ,0
52295203, -   ,0
52295204, -   ,0
52295205, -   ,0
52295206, -   ,0
52295501,1,1
52295601, -   ,0
52295602, -   ,69
52295603, -   ,0
52295604, -   ,0
52295605, -   ,0
52295606, -   ,0
52295607, -   ,0
52295701, -   ,0
52295702, -   ,0
52295703, -   ,0
52295704, -   ,0
52295705, -   ,0
52295706, -   ,0
52295801, -   ,0
52295901, -   ,0
52295902, -   ,0
52296001, -   ,0
52296002, -   ,0
52296101, -   ,0
52296102, -   ,0
52296103, -   ,0
52296201, -   ,0
52296202, -   ,0
52296203, -   ,0
52296501, -   ,0
52296502, -   ,0
52296503, -   ,0
52296504, -   ,0
52296601, -   ,0
52296701, -   ,0
52296702, -   ,0
52296703, -   ,0
52296704, -   ,0
52296705, -   ,0
52296706, -   ,0
52296801, -   ,0
52296802, -   ,0
52297001, -   ,0
52297002, -   ,0
52297003, -   ,0
52297004, -   ,0
52297005, -   ,0
52297006, -   ,0
52297501, -   ,0
52297801, -   ,0
52298101, -   ,0
52298102, -   ,0
52298401, -   ,0
52298402, -   ,0
52299001, -   ,13
52299002, -   ,0
52299003, -   ,0
52299004, -   ,0
52299301, -   ,0
52299302, -   ,0
52299303, -   ,0
52299304, -   ,0
52299401, -   ,0
52299402, -   ,0
52299501, -   ,0
52299502, -   ,0
52299503, -   ,0
52299701, -   ,0
52299801, -   ,0
52300101,2,671
52300102,1,96
52300201,3,28
52301601, -   ,454
52301602, -   ,1
52301603, -   ,19
52301701, -   ,32
52303101,2,303
52303102, -   ,1
52303103, -   ,2
52303201, -   ,20
52311001,2,169
52311201,1,745
52311202, -   ,334
52311401, -   ,559
52311402,7,186
52311403,2,68
52311404, -   ,25
52311405, -   ,60
52311406, -   ,34
52311407,1,121
52311408,3,147
52311409,1,77
52311410, -   ,71
52311411, -   ,77
52311412, -   ,0
52311501, -   ,79
52313801,2,124
52313802,2,72
52313803,2,102
52313804,3,210
52314001, -   ,28
52314201,1,131
52314202, -   ,5
52314301,2,446
52314302,2,350
52314401,1,207
52314402, -   ,290
52314403,2,131
52314404,1,280
52314501, -   ,163
52314801, -   ,327
52314901,2,155
52318001, -   ,85
52318002, -   ,57
52318003, -   ,6
52318004, -   ,12
52319001, -   ,202
52319201, -   ,111
52319202, -   ,72
52321001, -   ,309
52324001, -   ,172
52324101,2,128
52324201,3,285
52324501, -   ,16
52324502,2,94
52324601, -   ,9
52324602, -   ,2
52324701, -   ,7
52324702, -   ,34
52324801, -   ,11
52324802,4,154
52324803, -   ,396
52324804,5,33
52324805,70,"2,187"
52324806,112,528
52324807,41,403
52324808,10,174
52324809, -   ,10
52324810, -   ,1
52324811,333,"1,782"
52324812,23,597
52324813,35,132
52324814,140,"13,234"
52324815,240,"5,082"
52324816,68,"1,697"
52324817,137,"1,274"
52324818,122,"4,387"
52324819,77,886
52324820,13,731
52324821,5,748
52324822,145,"2,445"
52324823,6,51
52324824,477,"1,015"
52324825,29,"2,106"
52324826,175,"3,573"
52324827,6,6
52324828,28,400
52324829,11,42
52324830, -   ,26
52324831,42,"1,606"
52324832,61,323
52324833,228,"2,685"
52324834,323,"4,313"
52324835,6,53
52324836, -   ,379
52324837, -   ,0
52324838, -   ,4
52324839,93,"3,062"
52324840,11,112
52324841,5,383
52324842,23,39
52324843,67,330
52324844,125,954
52324845,25,256
52324846,26,26
52324847,15,84
52324848,2,110
52324849, -   ,4
52324850,19,138
52324851,20,157
52324852,53,53
52324853, -   ,0
52324854,14,235
52324855,2,19
52324856,77,680
52324857,31,663
52324858,58,832
52324859,48,560
52324860,16,222
52324861,2,34
52324862,3,29
52324863,93,200
52324864, -   ,3
52324865,2,46
52324866, -   ,32
52324867,1,13
52324868, -   ,14
52324869, -   ,13
52324870,1,14
52324871, -   ,1
52324872, -   ,0
52324873, -   ,3
52324874, -   ,0
52324875, -   ,1
52324876, -   ,0
52324877, -   ,0
52324878,114,207
52324879,203,"1,510"
52324880,752,"10,156"
52324881,374,"9,215"
52324882,"1,090","8,951"
52324883,296,"4,818"
52324884,175,"2,026"
52324885,80,"6,562"
52324886, -   ,328
52324887, -   ,1
52324888,5,33
52324889,3,118
52324890,1,229
52324891,74,632
52324892,12,515
52324893,3,20
52324894,1,9
52324895,16,38
52324896, -   ,11
52324897,27,701
52324898,114,"1,222"
52324899,3,641
52324900,93,"1,644"
52324901,212,597
52324902,76,554
52324903,12,297
52324904,27,827
52324905,74,202
52324906,4,563
52324907,3,100
52324908,18,222
52324909,4,131
52324910,2,204
52324911,3,158
52324912, -   ,124
52324913,39,194
52324914,2,10
52324915,6,153
52324916,61,277
52324917, -   ,4
52324918, -   ,2
52324919,5,12
52324920, -   ,5
52324921, -   ,18
52324922,1,19
52324923,1,2
52324924, -   ,1
52324925, -   ,9
52324926,1,3
52324927,3,33
52324928, -   ,4
52324929, -   ,8
52324930,5,195
52324931, -   ,12
52324932,2,10
52324933, -   ,3
52324934, -   ,1
52324935, -   ,13
52324936,40,661
52324937,12,306
52324938,7,246
52324939,26,154
52324940,85,"3,322"
52324941,110,931
52324942, -   ,0
52324943, -   ,1
52324944, -   ,13
52324945, -   ,3
52324946,2,16
52324947,100,"1,289"
52324948,18,179
52324949, -   ,0
52324950,34,383
52324951,3,12
52324952, -   ,0
52324953, -   ,12
52324954,13,160
52324955,2,110
52324956, -   ,0
52324957,14,378
52324958,13,162
52324959,3,31
52324960,2,12
52324961,236,"2,745"
52324962,3,154
52324963,137,"2,094"
52324964,15,264
52324965,15,578
52324966,9,105
52324967,39,917
52324968,39,104
52324969,1,1
52324970,2,150
52324971,7,13
52324972,2,24
52324973,8,482
52324974,7,335
52324975, -   ,235
52324976,3,28
52324977,4,141
52324978,1,3
52324979,14,212
52324980,15,780
52324981,5,188
52324982,25,227
52324983,5,71
52324984,14,303
52324985, -   ,17
52324986,3,28
52324987, -   ,3
52324988, -   ,0
52324989,1,1
52324990,4,126
52324991,6,74
52324992, -   ,105
52324993,74,"2,809"
52324994,92,"1,332"
52324995,3,153
52324996,3,61
52324997,2,13
52324998,1,4
52324999,2,39
52325000,2,11
52325001,7,61
52325002, -   ,49
52325003, -   ,48
52325004,1,23
52325005, -   ,14
52325006, -   ,45
52325007,30,817
52325008,29,689
52325009,1,50
52325010,73,"1,182"
52325011,1,9
52325012,39,592
52325013,3,89
52325014,27,908
52325015,62,"1,673"
52325016,4,307
52325017, -   ,19
52325018, -   ,7
52325019,2,34
52325020,13,246
52325021,2,81
52325022,44,"6,761"
52325023,167,"2,244"
52325024,7,204
52325025,21,269
52325026,3,89
52325027,103,"3,617"
52325028,10,"1,217"
52325029,5,151
52325030,2,81
52325031,1,75
52325032, -   ,19
52325033, -   ,14
52325034,62,459
52325035, -   ,29
52325036, -   ,16
52325037, -   ,24
52325038,3,175
52325039,30,"1,336"
52325040,2,32
52325041,1,14
52325042, -   ,3
52325043,17,740
52325044,52,"3,622"
52325045,1,52
52325046, -   ,4
52325047, -   ,18
52325048,2,23
52325049,1,72
52325050,1,11
52325051, -   ,3
52325052, -   ,0
52325053,3,120
52325054,13,378
52325055,43,811
52325056,1,42
52325057, -   ,21
52325058,3,53
52325059,2,51
52325060,41,533
52325061,29,733
52325062,16,475
52325063,7,78
52325064,5,425
52325065,80,516
52325066,1,228
52325067,8,213
52325068,12,154
52325069,142,"4,181"
52325070,7,273
52325071,1,3
52325072,4,249
52325073, -   ,3
52325074,23,75
52325075, -   ,68
52325076,1,29
52325077,8,126
52325078,33,550
52325079,46,"3,357"
52325080,10,389
52325081,2,595
52325082, -   ,11
52325083, -   ,4
52325084,13,547
52325085,33,997
52325086, -   ,29
52325087,12,284
52325088, -   ,70
52325089,1,6
52325090,1,105
52325091, -   ,1
52325092, -   ,1
52325093,127,"1,582"
52325094,14,539
52325095,1,5
52325096, -   ,21
52325102,11,120
52325103,5,125
52325104,2,16
52325105,27,"8,304"
52325106,9,24
52325107,26,720
52325108,21,288
52325109,78,462
52325110,1,19
52325111,1,16
52325112, -   ,20
52325113,4,133
52325114,7,67
52325115,7,62
52325116,4,4
52325117,1,1
52325118, -   ,4
52325119,1,1
52325120, -   ,2
52325121, -   ,11
52325122,81,"2,095"
52325123,3,94
52325124,7,277
52325125, -   ,20
52325126,11,"7,381"
52325127,8,"1,615"
52325128,4,46
52325129,59,619
52325130, -   ,7
52325131,2,9
52325132, -   ,18
52325133, -   ,9
52325134,2,"1,559"
52325135,40,449
52325136, -   ,84
52325137,0,23
52325138, -   ,7
52325139,2,"4,159"
52325140, -   ,5
52325141,17,17
52325142,104,"1,425"
52325143,32,431
52325144,2,196
52325145,1,943
52325146,19,107
52325147,26,896
52325148,4,"1,810"
52325149,5,56
52325150,15,328
52325151,73,599
52325152, -   ,2
52325153,2,10
52325154,2,6
52325155, -   ,6
52325156,4,4
52325157,13,13
52325158, -   ,23
52325159,34,34
52325160,5,5
52325161, -   ,56
52325162,11,11
52325163,1,45
52325164, -   ,0
52325165,1,16
52325166,2,22
52325167, -   ,0
52325168, -   ,2
52325169, -   ,2
52325170, -   ,2
52325171,1,1
52325172,21,286
52325173, -   ,14
52325174,1,20
52325175, -   ,9
52325176,2,73
52325177,38,384
52325178,1,4
52325179,157,331
52325180,48,"1,965"
52325181,2,3
52325182,1,1
52325183,0,311
52325184, -   ,0
52325185,1,1
52325187,29,360
52325188,7,40
52325189,5,53
52325190,117,"2,214"
52325191,37,"1,041"
52325192,7,449
52325193,19,361
52325194, -   ,11
52325195,40,"1,315"
52325196,14,194
52325197,24,630
52325198,11,682
52325199,108,"1,875"
52325200,73,"1,222"
52325201,7,"1,053"
52325202,29,370
52325203,220,"6,619"
52325204,5,34
52325205,84,"1,622"
52325206,355,"5,202"
52325207,10,123
52325208,42,648
52325209,11,17
52325210, -   ,39
52325211, -   ,8
52325212,111,"1,283"
52325213,30,221
52325214,15,34
52325215,2,248
52325216,2,9
52325217,131,"1,562"
52325218,3,30
52325219,1,6
52325220,22,100
52325221,3,4
52325222, -   ,0
52325223, -   ,0
52325224, -   ,0
52325225, -   ,0
52325226, -   ,0
52325227, -   ,1
52325228, -   ,0
52325229, -   ,10
52325230, -   ,1
52325231, -   ,3
52325232, -   ,4
52325233, -   ,3
52325234,29,256
52325235,36,251
52325236,4,184
52325237,147,"1,408"
52325238,101,"2,112"
52325239,65,926
52325240,"1,207","7,641"
52325241,7,154
52325242,13,37
52325243, -   ,12
52325244,3,28
52325245, -   ,248
52325246,11,135
52325247,35,"1,204"
52325248,64,"2,036"
52325249,57,"3,156"
52325250,36,271
52325251,51,714
52325252,34,561
52325253,8,74
52325254,23,159
52325255,21,428
52325256,17,288
52325257,20,124
52325258,2,253
52325259,57,"1,675"
52325260,9,83
52325261,0,432
52325262,58,"3,162"
52325263,5,126
52325264,86,716
52325265,38,565
52325266,2,80
52325267,7,137
52325268, -   ,1
52325269,2,20
52325270, -   ,5
52325271,165,"1,130"
52325272, -   ,3
